,album_name,track_title,track_n,lyric,line
368,Taylor Swift,Mary’s Song (Oh My My My),10,"Said you'd beat me up, you were bigger than me",8
369,Taylor Swift,Mary’s Song (Oh My My My),10,"You never did, you never did",9
370,Taylor Swift,Mary’s Song (Oh My My My),10,Take me back when our world was one block wide,10
371,Taylor Swift,Mary’s Song (Oh My My My),10,I dared you to kiss me and ran when you tried,11
372,Taylor Swift,Mary’s Song (Oh My My My),10,"Just two kids, you and I",12
373,Taylor Swift,Mary’s Song (Oh My My My),10,"Oh my, my, my, my",13
374,Taylor Swift,Mary’s Song (Oh My My My),10,"Well, I was sixteen when suddenly",14
375,Taylor Swift,Mary’s Song (Oh My My My),10,I wasn't that little girl you used to see,15
376,Taylor Swift,Mary’s Song (Oh My My My),10,But your eyes still shined like pretty lights,16
377,Taylor Swift,Mary’s Song (Oh My My My),10,And our daddies used to joke about the two of us,17
378,Taylor Swift,Mary’s Song (Oh My My My),10,They never believed we'd really fall in love,18
379,Taylor Swift,Mary’s Song (Oh My My My),10,And our mamas smiled and rolled their eyes,19
380,Taylor Swift,Mary’s Song (Oh My My My),10,"And said, ""Oh my, my, my""",20
381,Taylor Swift,Mary’s Song (Oh My My My),10,Take me back to the creek beds we turned up,21
382,Taylor Swift,Mary’s Song (Oh My My My),10,"Two A.M. riding in your truck, and all I need is you next to me",22
383,Taylor Swift,Mary’s Song (Oh My My My),10,Take me back to the time we had our very first fight,23
384,Taylor Swift,Mary’s Song (Oh My My My),10,The slamming of doors instead of kissing goodnight,24
385,Taylor Swift,Mary’s Song (Oh My My My),10,You stayed outside 'til the morning light,25
386,Taylor Swift,Mary’s Song (Oh My My My),10,"Oh my, my, my, my",26
387,Taylor Swift,Mary’s Song (Oh My My My),10,A few years had gone and come around,27
388,Taylor Swift,Mary’s Song (Oh My My My),10,We were sitting at our favorite spot in town,28
389,Taylor Swift,Mary’s Song (Oh My My My),10,"And you looked at me, got down on one knee",29
390,Taylor Swift,Mary’s Song (Oh My My My),10,Take me back to the time when we walked down the aisle,30
