album_name,track_title,track_n,lyric,line
Midnights (3am Edition),Vigilante Shit,7,Now she gets the house, gets the kids, gets the pride,16
Midnights (3am Edition),Vigilante Shit,7,Picture me thick as thieves with your ex-wife,17
Midnights (3am Edition),Vigilante Shit,7,And she looks so pretty,18
Midnights (3am Edition),Vigilante Shit,7,Drivin' in your Benz,19
Midnights (3am Edition),Vigilante Shit,7,Lately, she's been dressin' for revenge,20
Midnights (3am Edition),Vigilante Shit,7,She don't start shit, but she can tell you how it ends,21
Midnights (3am Edition),Vigilante Shit,7,Don't get sad, get even,22
Midnights (3am Edition),Vigilante Shit,7,So on the weekends,23
Midnights (3am Edition),Vigilante Shit,7,She don't dress for friends,24
Midnights (3am Edition),Vigilante Shit,7,Lately, she's been dressing for revenge,25
Midnights (3am Edition),Vigilante Shit,7,Ladies always rise above,26
Midnights (3am Edition),Vigilante Shit,7,Ladies know what people want,27
Midnights (3am Edition),Vigilante Shit,7,Someone sweet and kind and fun,28
Midnights (3am Edition),Vigilante Shit,7,The lady simply had enough,29
Midnights (3am Edition),Vigilante Shit,7,While he was doin' lines and crossin' all of mine,30
Midnights (3am Edition),Vigilante Shit,7,Someone told his white-collar crimes to the FBI,31
Midnights (3am Edition),Vigilante Shit,7,And I don't dress for villains,32
Midnights (3am Edition),Vigilante Shit,7,Or for innocents,33
